iso,id,year,GG debt (% of GDP),GG debt ($ million)
UGA,UGA2007,2007,16.976,2972.8
UGA,UGA2008,2008,15.654,3509.5
UGA,UGA2009,2009,14.793,3566.1
UGA,UGA2010,2010,18.355,4530.6
UGA,UGA2011,2011,17.959,4938.9
UGA,UGA2012,2012,19.491,6030.3
UGA,UGA2013,2013,22.08,7138.7
UGA,UGA2014,2014,24.768,8607.9
UGA,UGA2015,2015,28.022,8440.8
UGA,UGA2016,2016,31.333,9472.6
UGA,UGA2017,2017,33.64,10626.5
UGA,UGA2018,2018,34.886,11905.5
UGA,UGA2019,2019,37.539,14224.7
UGA,UGA2020,2020,46.335,17559.6
UGA,UGA2021,2021,50.391,21551.7
UGA,UGA2022,2022,49.995,23717.1
UGA,UGA2023,2023,51.03,26072.8
UGA,UGA2024,2024,51.38,28560.6
UGA,UGA2025,2025,50.294,31643.5
UKR,UKR2000,2000,43.79,14157.7
UKR,UKR2001,2001,36.69,13891.9
UKR,UKR2002,2002,33.58,14217.4
UKR,UKR2003,2003,29.38,14718.2
UKR,UKR2004,2004,24.798,16056.0
UKR,UKR2005,2005,17.741,15256.6
UKR,UKR2006,2006,14.801,15950.6
UKR,UKR2007,2007,12.267,17573.7
UKR,UKR2008,2008,20.413,37011.4
UKR,UKR2009,2009,35.425,41475.2
UKR,UKR2010,2010,40.626,55255.8
UKR,UKR2011,2011,36.876,60129.6
UKR,UKR2012,2012,37.542,65991.7
UKR,UKR2013,2013,40.519,74275.4
UKR,UKR2014,2014,70.317,93797.3
UKR,UKR2015,2015,79.331,72129.3
UKR,UKR2016,2016,79.513,74224.6
UKR,UKR2017,2017,71.62,80260.2
UKR,UKR2018,2018,60.408,79109.7
UKR,UKR2019,2019,50.616,78019.5
UKR,UKR2020,2020,60.591,94872.8
UKR,UKR2021,2021,48.925,97785.4
UKR,UKR2022,2022,77.721,125032.9
UKR,UKR2023,2023,82.329,146825.5
UKR,UKR2024,2024,95.592,175983.9
UKR,UKR2025,2025,106.635,202422.0
UZB,UZB2000,2000,29.479,5068.9
UZB,UZB2001,2001,44.838,6537.8
UZB,UZB2002,2002,41.633,5040.1
UZB,UZB2003,2003,31.412,3988.4
UZB,UZB2004,2004,26.877,4043.6
UZB,UZB2005,2005,21.012,3769.3
UZB,UZB2006,2006,13.539,2889.8
UZB,UZB2007,2007,9.555,2671.9
UZB,UZB2008,2008,8.333,2988.0
UZB,UZB2009,2009,7.301,3062.4
UZB,UZB2010,2010,6.61,3289.9
UZB,UZB2011,2011,6.331,3812.1
UZB,UZB2012,2012,6.757,4562.3
UZB,UZB2013,2013,6.228,4558.4
UZB,UZB2014,2014,6.087,4921.2
UZB,UZB2015,2015,10.022,8585.0
UZB,UZB2016,2016,8.19,7015.4
UZB,UZB2017,2017,17.264,12033.5
UZB,UZB2018,2018,17.455,10245.4
UZB,UZB2019,2019,25.375,17075.9
UZB,UZB2020,2020,33.673,22373.4
UZB,UZB2021,2021,31.725,24536.1
UZB,UZB2022,2022,30.529,27514.3
UZB,UZB2023,2023,32.514,33029.0
UZB,UZB2024,2024,34.325,38668.1
UZB,UZB2025,2025,32.822,41817.5
VUT,VUT2000,2000,36.108,98.2
VUT,VUT2001,2001,37.036,95.2
VUT,VUT2002,2002,38.806,101.7
VUT,VUT2003,2003,38.264,120.5
VUT,VUT2004,2004,30.412,111.0
VUT,VUT2005,2005,26.274,102.5
VUT,VUT2006,2006,22.162,96.4
VUT,VUT2007,2007,19.481,100.7
VUT,VUT2008,2008,21.213,123.5
VUT,VUT2009,2009,21.124,124.6
VUT,VUT2010,2010,20.223,131.9
VUT,VUT2011,2011,21.299,157.2
VUT,VUT2012,2012,19.28,141.9
VUT,VUT2013,2013,18.63,140.7
VUT,VUT2014,2014,20.264,156.8
VUT,VUT2015,2015,37.709,280.6
VUT,VUT2016,2016,43.726,338.9
VUT,VUT2017,2017,52.629,463.1
VUT,VUT2018,2018,45.261,420.5
VUT,VUT2019,2019,45.096,419.4
VUT,VUT2020,2020,48.024,484.1
VUT,VUT2021,2021,48.537,447.0
VUT,VUT2022,2022,44.446,461.8
VUT,VUT2023,2023,41.858,470.1
VUT,VUT2024,2024,46.035,538.1
VUT,VUT2025,2025,49.855,605.2
VEN,VEN2000,2000,27.7,32574.1
VEN,VEN2001,2001,30.729,37833.2
VEN,VEN2002,2002,48.177,45892.4
VEN,VEN2003,2003,56.029,46887.3
VEN,VEN2004,2004,41.783,46903.1
VEN,VEN2005,2005,34.913,50056.5
VEN,VEN2006,2006,25.658,45804.9
VEN,VEN2007,2007,26.364,61390.4
VEN,VEN2008,2008,20.311,62306.8
VEN,VEN2009,2009,27.574,74070.4
VEN,VEN2010,2010,37.706,120011.0
VEN,VEN2011,2011,52.476,166077.1
VEN,VEN2012,2012,58.445,217761.4
VEN,VEN2013,2013,85.399,221124.5
VEN,VEN2014,2014,84.897,182265.4
VEN,VEN2015,2015,129.762,162785.1
VEN,VEN2016,2016,138.404,156278.9
VEN,VEN2017,2017,133.61,154831.3
VEN,VEN2018,2018,175.313,178856.1
VEN,VEN2019,2019,206.02,150400.8
VEN,VEN2020,2020,329.096,144104.6
VEN,VEN2021,2021,249.712,143998.9
VEN,VEN2022,2022,160.666,147979.8
VEN,VEN2023,2023,146.262,145096.3
VEN,VEN2024,2024,,
VEN,VEN2025,2025,,
VNM,VNM2000,2000,24.755,9799.3
VNM,VNM2001,2001,25.42,10497.7
VNM,VNM2002,2002,27.711,12348.9
VNM,VNM2003,2003,29.835,14987.0
VNM,VNM2004,2004,29.363,18462.6
VNM,VNM2005,2005,28.669,20984.8
VNM,VNM2006,2006,30.248,25499.4
VNM,VNM2007,2007,32.21,31703.0
VNM,VNM2008,2008,31.045,38730.5
VNM,VNM2009,2009,36.17,46667.3
VNM,VNM2010,2010,37.286,53398.0
VNM,VNM2011,2011,36.185,61989.2
VNM,VNM2012,2012,38.33,74808.3
VNM,VNM2013,2013,41.413,88097.0
VNM,VNM2014,2014,43.642,101637.0
VNM,VNM2015,2015,46.117,109202.8
VNM,VNM2016,2016,47.88,120727.5
VNM,VNM2017,2017,46.621,129173.3
VNM,VNM2018,2018,43.798,133351.8
VNM,VNM2019,2019,40.993,136022.2
VNM,VNM2020,2020,41.319,143091.8
VNM,VNM2021,2021,39.237,145206.7
VNM,VNM2022,2022,34.737,141714.8
VNM,VNM2023,2023,34.371,149067.7
VNM,VNM2024,2024,33.815,158418.2
VNM,VNM2025,2025,33.206,168163.8
WBG,WBG2000,2000,20.024,863.8
WBG,WBG2001,2001,22.159,887.2
WBG,WBG2002,2002,20.87,742.1
WBG,WBG2003,2003,20.655,819.6
WBG,WBG2004,2004,21.091,970.8
WBG,WBG2005,2005,23.995,1230.0
WBG,WBG2006,2006,19.252,1029.6
WBG,WBG2007,2007,23.718,1379.4
WBG,WBG2008,2008,22.978,1679.7
WBG,WBG2009,2009,23.964,1937.7
WBG,WBG2010,2010,22.718,2199.6
WBG,WBG2011,2011,26.285,2940.2
WBG,WBG2012,2012,29.801,3638.1
WBG,WBG2013,2013,30.231,4086.0
WBG,WBG2014,2014,33.952,4749.9
WBG,WBG2015,2015,37.071,5179.6
WBG,WBG2016,2016,31.027,4779.7
WBG,WBG2017,2017,31.785,5126.3
WBG,WBG2018,2018,33.145,5395.0
WBG,WBG2019,2019,34.469,5905.9
WBG,WBG2020,2020,47.08,7312.5
WBG,WBG2021,2021,50.176,9086.4
WBG,WBG2022,2022,47.121,9031.2
WBG,WBG2023,2023,49.693,8657.0
WBG,WBG2024,2024,,
WBG,WBG2025,2025,,
YEM,YEM2000,2000,60.841,5888.8
YEM,YEM2001,2001,60.569,5967.9
YEM,YEM2002,2002,57.827,6183.4
YEM,YEM2003,2003,56.823,6692.6
YEM,YEM2004,2004,52.068,7220.8
YEM,YEM2005,2005,43.801,7328.8
YEM,YEM2006,2006,40.842,7785.7
YEM,YEM2007,2007,40.408,8748.7
YEM,YEM2008,2008,36.421,9801.3
YEM,YEM2009,2009,49.842,12525.3
YEM,YEM2010,2010,42.38,13098.4
YEM,YEM2011,2011,45.726,14964.3
YEM,YEM2012,2012,47.577,16842.7
YEM,YEM2013,2013,48.432,19573.8
YEM,YEM2014,2014,48.95,21160.6
YEM,YEM2015,2015,57.737,24505.9
YEM,YEM2016,2016,76.505,23959.8
YEM,YEM2017,2017,83.789,22490.6
YEM,YEM2018,2018,86.897,18775.0
YEM,YEM2019,2019,91.478,20022.7
YEM,YEM2020,2020,86.997,17590.8
YEM,YEM2021,2021,75.914,14722.8
YEM,YEM2022,2022,65.835,15493.6
YEM,YEM2023,2023,81.205,15271.4
YEM,YEM2024,2024,84.978,13759.6
YEM,YEM2025,2025,77.674,12597.9
ZMB,ZMB2000,2000,260.964,9397.3
ZMB,ZMB2001,2001,210.243,8136.4
ZMB,ZMB2002,2002,180.244,7559.4
ZMB,ZMB2003,2003,159.458,7816.6
ZMB,ZMB2004,2004,129.914,8081.9
ZMB,ZMB2005,2005,75.748,6309.1
ZMB,ZMB2006,2006,25.006,3191.3
ZMB,ZMB2007,2007,21.921,3082.1
ZMB,ZMB2008,2008,19.192,3438.1
ZMB,ZMB2009,2009,20.522,3146.4
ZMB,ZMB2010,2010,18.898,3829.5
ZMB,ZMB2011,2011,20.808,4880.5
ZMB,ZMB2012,2012,24.92,6355.1
ZMB,ZMB2013,2013,25.909,7265.4
ZMB,ZMB2014,2014,33.857,9190.5
ZMB,ZMB2015,2015,61.869,13144.1
ZMB,ZMB2016,2016,58.035,12167.0
ZMB,ZMB2017,2017,63.358,16393.2
ZMB,ZMB2018,2018,75.229,19794.3
ZMB,ZMB2019,2019,94.426,22009.8
ZMB,ZMB2020,2020,140.001,25393.4
ZMB,ZMB2021,2021,111.047,24536.9
ZMB,ZMB2022,2022,99.476,28969.4
ZMB,ZMB2023,2023,127.314,35855.4
ZMB,ZMB2024,2024,,
ZMB,ZMB2025,2025,,
ZWE,ZWE2000,2000,,
ZWE,ZWE2001,2001,,
ZWE,ZWE2002,2002,,
ZWE,ZWE2003,2003,,
ZWE,ZWE2004,2004,,
ZWE,ZWE2005,2005,33.062,2990.5
ZWE,ZWE2006,2006,39.438,3210.6
ZWE,ZWE2007,2007,44.671,3477.2
ZWE,ZWE2008,2008,61.078,4096.5
ZWE,ZWE2009,2009,58.71,5674.9
ZWE,ZWE2010,2010,47.578,5729.3
ZWE,ZWE2011,2011,42.858,6043.8
ZWE,ZWE2012,2012,38.379,6568.6
ZWE,ZWE2013,2013,37.048,7072.8
ZWE,ZWE2014,2014,42.312,8249.1
ZWE,ZWE2015,2015,48.029,9588.0
ZWE,ZWE2016,2016,49.908,10255.6
ZWE,ZWE2017,2017,68.935,15193.3
ZWE,ZWE2018,2018,48.125,17768.7
ZWE,ZWE2019,2019,82.337,21434.8
ZWE,ZWE2020,2020,84.466,22702.8
ZWE,ZWE2021,2021,58.172,20951.2
ZWE,ZWE2022,2022,102.14,33223.1
ZWE,ZWE2023,2023,96.699,34068.0
ZWE,ZWE2024,2024,70.259,25236.3
ZWE,ZWE2025,2025,58.008,21424.1
